Address,LU post groups,LU prior groups,Prior Year,TOTAL VALUE post,TOTAL VALUE prior,YR BUILT prior (bin) 2,ZIPCODE post (group),Latitude,Longitude
43 COFFEY ST,CM,R4,2015,0.0,840000.0,2010.0,02122,42.2887858,-71.04885469999999
39 MILFORD ST,CM,R4,2015,0.0,1266500.0,1890.0,02118,42.34428399999999,-71.0697069
38 Lexington ST,CM,R4,2023,0.0,739700.0,1880.0,02128,42.37751,-71.0384828
35 Leyden ST,CM,R4,2023,0.0,873900.0,1920.0,02128,42.3901475,-71.0111608
35 HANSON ST,CM,R4,2015,0.0,1140000.0,1900.0,02118,42.3441947,-71.07071239999999
35 BRADSHAW ST,CM,R4,2015,0.0,487500.0,1920.0,02121,42.298781,-71.0834594
34 DIX ST,CM,R4,2022,0.0,843700.0,2020.0,02122,42.2955432,-71.06014259999999
33 WABON ST,CM,R4,2021,0.0,726900.0,1910.0,02121,42.3149304,-71.0866905
32 APPLETON ST,CM,R4,2021,0.0,1973300.0,1890.0,02116,42.3458719,-71.0716204
31 MONMOUTH ST,CM,R4,2023,0.0,1399900.0,1880.0,02128,42.379746,-71.03772839999999
28 -30 MT VERNON ST,CM,R4,2018,0.0,6158000.0,1840.0,02108,42.3582286,-71.0657329
27 WARD ST,CM,R4,2022,0.0,982026.0,2010.0,02127,42.3296335,-71.05485150000001
23 BREED ST,CM,R4,2021,0.0,899600.0,1900.0,02128,42.3879609,-71.00633789999999
19 PERRIN ST,CM,R4,2018,0.0,994500.0,1930.0,02119,42.3229005,-71.0784926
19 KENNEY ST,CM,R4,2022,0.0,969600.0,1900.0,02130,42.32489229999999,-71.10983949999999
17 VINTON ST,CM,R4,2023,0.0,2872900.0,1910.0,02127,42.3301855,-71.0537141
17 Upton ST,CM,R4,2023,0.0,3246000.0,1900.0,02118,42.342222,-71.0718062
15 BANCROFT ST,CM,R4,2022,0.0,968000.0,1910.0,02119,42.3179168,-71.09903299999999
14 ROCKLAND ST,CM,R4,2023,0.0,1052500.0,1890.0,02119,42.3216761,-71.0831738
14 MOON ST,CM,R4,2023,0.0,1552300.0,1890.0,02113,42.3642172,-71.0528357
11 MINTON ST,CM,R4,2022,0.0,475900.0,1900.0,02130,42.3131429,-71.1041099
11 ISABELLA ST,CM,R4,2021,0.0,2229900.0,1890.0,02116,42.3488785,-71.069958
11 HF CLAREMONT PK,CM,R4,2021,0.0,1500300.0,1890.0,02118,42.3420806,-71.0811272
10 WENDELLER ST,CM,R4,2022,0.0,2850300.0,2020.0,02127,42.3289069,-71.0545669
9 MILFORD ST,CM,R4,2016,0.0,1790500.0,1890.0,02118,42.3437856,-71.06884690000001
8 Valentine ST,CM,R4,2023,0.0,396650.0,,02119,42.3221025,-71.0923519
7 SACO ST,CM,R4,2022,0.0,1515200.0,2020.0,02122,42.2970362,-71.05494470000001
5 GARDEN COURT ST,CM,R4,2023,0.0,1653600.0,1890.0,02113,42.3644172,-71.0534399
4 PAYNE ST,CM,R4,2022,0.0,1468900.0,2020.0,02122,42.2949251,-71.05062
4  6 W COTTAGE ST,CM,R4,2021,0.0,745800.0,1900.0,02125,42.3210737,-71.0727339
3 DORSET ST,CM,R4,2022,0.0,1251100.0,2020.0,02125,42.323583,-71.05704279999999
2 WOODWORTH ST,CM,R4,2015,0.0,1268400.0,0.0,02122,42.2869388,-71.0408856
2 CHESTNUT ST,CM,R4,2018,0.0,4721500.0,1900.0,02108,42.3576704,-71.066189
4446 - 444 WASHINGTON ST,CM,R3,2016,0.0,549100.0,1910.0,02131,42.2796589,-71.1351943
4420 WASHINGTON ST,CM,R3,2015,0.0,400700.0,1920.0,02131,42.2808284,-71.1338737
3964 WASHINGTON ST,CM,R3,2015,0.0,484200.0,1910.0,02131,42.2933124,-71.1205414
3907 WASHINGTON ST,CM,R3,2016,0.0,551700.0,1900.0,02131,42.29507,-71.11932139999999
2064 DORCHESTER AV,CM,R3,2020,,972400.0,1920.0,02124,42.28033920000001,-71.065539
1662 COLUMBIA RD,CM,R3,2021,0.0,1794400.0,1900.0,02127,42.3297338,-71.0353598
1650 COLUMBIA RD,CM,R3,2018,0.0,1549350.0,1910.0,02127,42.3297224,-71.03582469999999
1400 COLUMBIA RD,CM,R3,2023,0.0,1818100.0,2000.0,02127,42.3306162,-71.0438586
1399 RIVER ST,CM,R3,2016,0.0,605200.0,1870.0,02136,42.2540434,-71.1294351
1104 ADAMS ST,CM,R3,2021,0.0,853100.0,1920.0,02124,42.2736998,-71.06306620000001
1069 DORCHESTER AV,CM,R3,2023,0.0,1461000.0,1900.0,02125,42.314194,-71.057209
1000 RIVER ST,CM,R3,2022,0.0,804900.0,1880.0,02136,42.2605375,-71.1149397
995 DORCHESTER AV,CM,R3,2015,0.0,441000.0,1900.0,02125,42.3168735,-71.05690349999999
926 DORCHESTER AV,CM,R3,2015,0.0,496060.0,1900.0,02125,42.3192964,-71.0564495
870 SOUTH ST,CM,R3,2022,0.0,1045000.0,1920.0,02131,42.288908,-71.1341622
870 E SECOND ST,CM,R3,2015,0.0,878700.0,2010.0,02127,42.3376451,-71.0283154
849 CUMMINS HW,CM,R3,2021,0.0,713200.0,1910.0,02126,42.2771417,-71.0913748
795 E THIRD ST,CM,R3,2016,0.0,842690.0,1900.0,02127,42.336498,-71.0277661
768 E FIFTH ST,CM,R3,2018,0.0,1891100.0,1900.0,02127,42.3342094,-71.0298064
761 Washington ST,CM,R3,2023,0.0,669600.0,2020.0,02124,42.2847494,-71.071592
742 E EIGHTH ST,CM,R3,2023,0.0,2417300.0,1890.0,02127,42.3316945,-71.03171929999999
724 E SECOND ST,CM,R3,2016,0.0,840480.0,1910.0,02127,42.3378665,-71.03445529999999
695 E EIGHTH ST,CM,R3,2016,0.0,684800.0,1870.0,02127,42.3313755,-71.0335496
689 E EIGHTH ST,CM,R3,2016,0.0,633000.0,1870.0,02127,42.3314073,-71.0337354
650 E SEVENTH ST,CM,R3,2023,0.0,1553400.0,1870.0,02127,42.3324971,-71.0342869
644 Adams ST,CM,R3,2023,0.0,1201300.0,1910.0,02122,42.2879367,-71.0548233
640 Adams ST,CM,R3,2023,0.0,1127900.0,1900.0,02122,42.28802990000001,-71.0548876
628 E SECOND ST,CM,R3,2015,0.0,660900.0,1880.0,02127,42.3373632,-71.0381684
617 E SEVENTH ST,CM,R3,2023,0.0,2462600.0,2020.0,02127,42.332132,-71.035605
615 TREMONT ST,CM,R3,2018,0.0,2471568.0,1890.0,02118,42.3428386,-71.07425049999999
614 BENNINGTON ST,CM,R3,2015,0.0,310400.0,1900.0,02128,42.383439,-71.016871
610 SOUTH ST,CM,R3,2015,0.0,596200.0,1910.0,02131,42.2919,-71.12371580000001
610 BENNINGTON ST,CM,R3,2016,0.0,427500.0,1900.0,02128,42.3833978,-71.01702
603 E SIXTH ST,CM,R3,2016,0.0,1481172.0,1900.0,02127,42.3329209,-71.03628900000001
601 BENNINGTON ST,CM,R3,2021,0.0,500800.0,1890.0,02128,42.3829188,-71.0170541
567 PARK ST,CM,R3,2023,0.0,926600.0,1900.0,02124,42.2941162,-71.0796213
561 E SIXTH ST,CM,R3,2022,0.0,2104100.0,1900.0,02127,42.3328745,-71.038089
560 E FIFTH ST,CM,R3,2022,0.0,2783200.0,1900.0,02127,42.3340727,-71.03803049999999
536 E EIGHTH ST,CM,R3,2021,0.0,1258800.0,1900.0,02127,42.3315345,-71.0401175
529 E SIXTH ST,CM,R3,2022,0.0,1562100.0,1900.0,02127,42.3328747,-71.0393263
528 COLUMBUS AV,CM,R3,2016,0.0,3215940.0,1890.0,02118,42.3417642,-71.08006499999999
520 SUMNER ST,CM,R3,2016,0.0,469900.0,1900.0,02128,42.3648137,-71.0299861
505 E THIRD ST,CM,R3,2016,0.0,886600.0,1900.0,02127,42.3362856,-71.03944779999999
500 BLUE HILL AV,CM,R3,2016,0.0,439400.0,1910.0,02121,42.3070282,-71.0838768
499 501 SUMNER ST,CM,R3,2016,0.0,512800.0,1900.0,02128,42.3645664,-71.0299888
497 SUMNER ST,CM,R3,2018,0.0,527200.0,1900.0,02128,42.3645031,-71.0300281
474 BEACON ST,CM,R3,2018,0.0,5738304.0,1890.0,02115,42.3514198,-71.0884141
470 E EIGHTH ST,CM,R3,2015,0.0,930700.0,1900.0,02127,42.3315208,-71.042211
461 ASHMONT ST,CM,R3,2022,0.0,1125300.0,1910.0,02122,42.2884646,-71.0541041
458 COLUMBIA RD,CM,R3,2022,0.0,1570400.0,2010.0,02125,42.3133433,-71.06843239999999
447 FRANKFORT ST,CM,R3,2018,0.0,516000.0,1900.0,02128,42.3806079,-71.0223619
435 E THIRD ST,CM,R3,2015,0.0,745000.0,2010.0,02127,42.33625989999999,-71.0428451
431 MARLBOROUGH ST,CM,R3,2015,0.0,3386000.0,1900.0,02115,42.3500449,-71.08982999999999
410 SARATOGA ST,CM,R3,2016,0.0,350300.0,1900.0,02128,42.379319,-71.0295368
405 E SEVENTH ST,CM,R3,2018,0.0,1086400.0,1900.0,02127,42.3319717,-71.0437647
399 MAIN ST,CM,R3,2015,0.0,578600.0,1860.0,02129,42.3790601,-71.068747
392 SEAVER ST,CM,R3,2021,0.0,701300.0,1900.0,02121,42.3038873,-71.0816189
391 Bunker Hill ST,CM,R3,2023,0.0,759400.0,1880.0,02129,42.382502,-71.0694516
375 MAVERICK ST,CM,R3,2021,0.0,1593900.0,2010.0,02128,42.3659547,-71.0295721
375 HYDE PARK AV,CM,R3,2021,0.0,699500.0,1880.0,02131,42.2877749,-71.1187631
372 DORCHESTER ST,CM,R3,2022,0.0,1154900.0,1900.0,02127,42.33009910000001,-71.0555923
349 SILVER ST,CM,R3,2016,0.0,762300.0,1890.0,02127,42.3349299,-71.04572809999999
349 MERIDIAN ST,CM,R3,2018,0.0,738200.0,1880.0,02128,42.3785163,-71.0390668
342 PARK ST,CM,R3,2021,0.0,785100.0,1920.0,02124,42.2973917,-71.0650018
340 Meridian ST,CM,R3,2023,0.0,797200.0,1900.0,02128,42.3781884,-71.0393517
337 MAVERICK ST,CM,R3,2021,0.0,1110400.0,,02128,42.3665639,-71.03093659999999
328 SAVIN HILL AV,CM,R3,2018,0.0,1069600.0,1980.0,02125,42.3123529,-71.04892219999999
326 CHELSEA ST,CM,R3,2021,0.0,915300.0,1910.0,02128,42.3774902,-71.03036279999999
325 E EAGLE ST,CM,R3,2018,0.0,672300.0,1890.0,02128,42.3812097,-71.0277184
324 Sumner ST,CM,R3,2023,0.0,694900.0,1910.0,02128,42.3674382,-71.0359988
312 SAVIN HILL AV,CM,R3,2022,0.0,1176500.0,1900.0,02125,42.31232809999999,-71.0480498
311 Lexington ST,CM,R3,2023,0.0,821100.0,1900.0,02128,42.3810037,-71.0282757
310 BREMEN ST,CM,R3,2015,0.0,335600.0,1900.0,02128,42.3764192,-71.030363
309 CHELSEA ST,CM,R3,2015,0.0,422600.0,1910.0,02128,42.3772193,-71.0299689
305 SUMNER ST,CM,R3,2016,0.0,513000.0,1900.0,02128,42.3674054,-71.036574
304  306 CUMMINS HW,CM,R3,2020,,619300.0,1900.0,02131,42.2832142,-71.1270268
300 302 CHESTNUT AV,CM,R3,2015,0.0,857000.0,1920.0,02130,42.3122547,-71.1103413
299 MAVERICK ST,CM,R3,2021,0.0,964900.0,1900.0,02128,42.3672664,-71.0326094
289-291 Windsor St,CM,R3,2018,,,1910.0,02139,42.36845960000001,-71.09535699999999
286 SUMNER ST,CM,R3,2021,0.0,1339900.0,1900.0,02128,42.367914,-71.0370433
282 MAVERICK ST,CM,R3,2015,0.0,175700.0,2010.0,02128,42.3676249,-71.0328067
282 CHELSEA ST,CM,R3,2018,0.0,435800.0,1910.0,02128,42.3762198,-71.0317809
281 CHELSEA ST,CM,R3,2021,0.0,866000.0,1900.0,02128,42.3765669,-71.0307382
281 BELGRADE AV,CM,R3,2021,0.0,861000.0,1900.0,02131,42.2863008,-71.1429612
280 E EAGLE ST,CM,R3,2021,0.0,827400.0,1900.0,02128,42.38147439999999,-71.0304852
278 SUMNER ST,CM,R3,2021,0.0,1006200.0,1900.0,02128,42.36793960000001,-71.0373006
276 PRINCETON ST,CM,R3,2016,0.0,398600.0,1900.0,02128,42.3800709,-71.02960519999999
273 GOLD ST,CM,R3,2018,0.0,972700.0,1900.0,02127,42.3350591,-71.04797769999999
269 LEXINGTON ST,CM,R3,2015,0.0,395400.0,1890.0,02128,42.3804071,-71.0299112
269 GOLD ST,CM,R3,2021,0.0,691900.0,2010.0,02127,42.3350928,-71.0479515
266 LEXINGTON ST,CM,R3,2018,0.0,652400.0,1900.0,02128,42.3806106,-71.0302066
263 WEBSTER ST,CM,R3,2018,0.0,601900.0,1910.0,02128,42.36451599999999,-71.031312
260 BOLTON ST,CM,R3,2018,0.0,673900.0,1900.0,02127,42.3377601,-71.0461325
255 Saratoga ST,CM,R3,2023,0.0,847800.0,1900.0,02128,42.3780446,-71.0320891
247 MAVERICK ST,CM,R3,2018,0.0,664440.0,1900.0,02128,42.3680671,-71.03459509999999
239 LEXINGTON ST,CM,R3,2021,0.0,1320500.0,1900.0,02128,42.379866,-71.031137
238 BREMEN ST,CM,R3,2021,0.0,768700.0,1930.0,02128,42.3744942,-71.0325988
234 PARIS ST,CM,R3,2018,0.0,491400.0,1900.0,02128,42.3753056,-71.0343871
231 W FIFTH ST,CM,R3,2015,0.0,631400.0,1890.0,02127,42.335867,-71.05020619999999
230 SARATOGA ST,CM,R3,2018,0.0,808100.0,1910.0,02128,42.3779824,-71.0332298
226 Saratoga ST,CM,R3,2023,0.0,1075900.0,1880.0,02128,42.377903,-71.03332929999999
226 Lexington ST,CM,R3,2023,0.0,700100.0,1900.0,02128,42.3800275,-71.0317853
225 W CANTON ST,CM,R3,2016,0.0,1758488.0,1890.0,02116,42.3455152,-71.0772224
225 SARATOGA ST,CM,R3,2018,0.0,736600.0,1900.0,02128,42.3776604,-71.0330737
225 BOWEN ST,CM,R3,2021,0.0,908100.0,1900.0,02127,42.3354221,-71.05026430000001
224 M ST,CM,R3,2018,0.0,1147900.0,1900.0,02127,42.3305827,-71.0329625
221 CHESTNUT AV,CM,R3,2015,0.0,780200.0,1840.0,02130,42.31522229999999,-71.108364
219 Marion ST,CM,R3,2023,0.0,1129700.0,1900.0,02128,42.374895,-71.0342577
219 CHELSEA ST,CM,R3,2015,0.0,307500.0,1910.0,02128,42.3750127,-71.0325086
217 M ST,CM,R3,2022,0.0,2228100.0,1900.0,02127,42.3308592,-71.033414
215 D ST,CM,R3,2015,0.0,681300.0,2010.0,02127,42.3410729,-71.048187
208 Everett ST,CM,R3,2023,0.0,1176000.0,1900.0,02128,42.366012,-71.0309338
206 W BROOKLINE ST,CM,R3,2016,0.0,2658686.0,1890.0,02118,42.34349,-71.0769018
204 E EAGLE ST,CM,R3,2023,0.0,969400.0,1900.0,02128,42.3814813,-71.0332165
202 SOUTH ST,CM,R3,2022,0.0,1264600.0,1900.0,02130,42.3097365,-71.1151431
201 W EIGHTH ST,CM,R3,2022,0.0,2446000.0,2010.0,02127,42.333256,-71.05181979999999
196 BOYLSTON ST,CM,R3,2021,0.0,1529700.0,2010.0,02130,42.3143694,-71.10125839999999
194 K ST,CM,R3,2022,0.0,1593100.0,2010.0,02127,42.3366624,-71.03727049999999
192 BOYLSTON ST,CM,R3,2015,0.0,780800.0,2010.0,02130,42.3145971,-71.1014718
189 W BROOKLINE ST,CM,R3,2021,0.0,3357100.0,1890.0,02118,42.3432149,-71.0762736
187 BEACON ST,CM,R3,2015,0.0,3228100.0,1900.0,02116,42.3541016,-71.07614269999999
182 Webster ST,CM,R3,2023,0.0,885600.0,1910.0,02128,42.3657561,-71.03432529999999
180 Magazine St,CM,R3,2019,,,1910.0,02139-4745,42.3571926,-71.1129144
179 LONDON ST,CM,R3,2021,0.0,894500.0,1900.0,02128,42.37466269999999,-71.03720849999999
178 W SEVENTH ST,CM,R3,2022,0.0,827500.0,1890.0,02127,42.3347207,-71.05117969999999
177 Highland ST,CM,R3,2023,0.0,1216700.0,1900.0,02119,42.3239063,-71.0934218
176 W SIXTH ST,CM,R3,2022,0.0,914200.0,1890.0,02127,42.3361401,-71.0517562
176 W SEVENTH ST,CM,R3,2022,0.0,683500.0,1890.0,02127,42.3347533,-71.0512242
175 WORDSWORTH ST,CM,R3,2022,0.0,1057500.0,1910.0,02128,42.38199059999999,-71.01408479999999
174 L ST,CM,R3,2018,0.0,1210200.0,1900.0,02127,42.3321396,-71.0350977
173 PRINCETON ST,CM,R3,2021,0.0,911700.0,1910.0,02128,42.3784435,-71.0330213
169 SYCAMORE ST,CM,R3,2021,0.0,686700.0,1900.0,02131,42.2862256,-71.1227918
169 BOWEN ST,CM,R3,2015,0.0,557400.0,2010.0,02127,42.336667,-71.0521218
168 CHELSEA ST,CM,R3,2016,0.0,447200.0,1910.0,02128,42.3740967,-71.0341997
167 PUTNAM ST,CM,R3,2018,0.0,548886.0,1900.0,02128,42.3773466,-71.0311996
159 BENNINGTON ST,CM,R3,2021,0.0,902500.0,1900.0,02128,42.3769553,-71.0330187
156 POPLAR ST,CM,R3,2023,0.0,1378200.0,2020.0,02131,42.2771486,-71.1249339
155 HOMES AV,CM,R3,2023,0.0,866900.0,1930.0,02122,42.3040735,-71.0639605
155 BOSTON ST,CM,R3,2015,0.0,461900.0,1900.0,02125,42.3244763,-71.0598773
154 LEXINGTON ST,CM,R3,2021,0.0,660800.0,1870.0,02128,42.3790661,-71.0343506
153 EVERETT ST,CM,R3,2021,0.0,489400.0,1910.0,02128,42.3663816,-71.0324607
153 CORNELL ST,CM,R3,2022,0.0,914000.0,1880.0,02131,42.2783987,-71.1335612
152 LEYDEN ST,CM,R3,2021,0.0,913800.0,1890.0,02128,42.389084,-71.00596639999999
146 Allston St,CM,R3,2019,,,1880.0,02139-4019,42.3584278,-71.1080109
145 Worcester ST,CM,R3,2023,0.0,2017000.0,1860.0,02118,42.3412758,-71.0796525
144 CUMMINS HW,CM,R3,2020,,870000.0,1900.0,02131,42.2832142,-71.1270268
142 PRINCE ST,CM,R3,2023,0.0,1585700.0,1890.0,02113,42.366454,-71.057553
142 LEXINGTON ST,CM,R3,2018,0.0,470600.0,1880.0,02128,42.378902,-71.034736
142 BEACON ST,CM,R3,2021,0.0,10727700.0,1900.0,02116,42.354975,-71.0754127
139 Crawford ST,CM,R3,2023,0.0,733900.0,1900.0,02121,42.3160076,-71.09154
138 TRENTON ST,CM,R3,2021,0.0,774600.0,1900.0,02128,42.3797885,-71.03442400000002
135 EUTAW ST,CM,R3,2021,0.0,822600.0,1900.0,02128,42.3802208,-71.0343674
135  137 PRINCETON ST,CM,R3,2021,0.0,931600.0,1920.0,02128,42.3779733,-71.0343338
130 W NEWTON ST,CM,R3,2021,0.0,2622200.0,1860.0,02118,42.3418984,-71.07736609999999
130 Everett ST,CM,R3,2023,0.0,1892300.0,1910.0,02128,42.367016,-71.03305499999999
127 PLEASANT ST,CM,R3,2018,0.0,624100.0,1900.0,02125,42.3112969,-71.05956309999999
127 MARCELLA ST,CM,R3,2021,0.0,1120000.0,1900.0,02119,42.32483420000001,-71.0963653
123 TRENTON ST,CM,R3,2018,0.0,488000.0,1870.0,02128,42.3794125,-71.0344782
122 COMMONWEALTH AV,CM,R3,2022,0.0,10439100.0,1890.0,02116,42.3517433,-71.0769134
118 HOMES AV,CM,R3,2022,0.0,788900.0,1900.0,02122,42.3037225,-71.0662212
118 ARLINGTON ST,CM,R3,2018,0.0,375900.0,1900.0,02136,42.2621005,-71.1203362
117 SYCAMORE ST,CM,R3,2018,0.0,627200.0,1900.0,02131,42.2848919,-71.1243768
117 M ST,CM,R3,2018,0.0,932300.0,1900.0,02127,42.3338881,-71.0334436
116 Bennington ST,CM,R3,2023,0.0,1172900.0,1900.0,02128,42.3766504,-71.0346948
112 TRENTON ST,CM,R3,2018,0.0,518100.0,1900.0,02128,42.3795004,-71.0352924
112 SCHOOL ST,CM,R3,2015,0.0,531200.0,1900.0,02130,42.3157567,-71.1009785
112 H ST,CM,R3,2016,0.0,703800.0,1900.0,02127,42.3340135,-71.0412844
110 MT PLEASANT AV,CM,R3,2022,0.0,753300.0,1880.0,02119,42.3253282,-71.0767111
109 EUTAW ST,CM,R3,2018,0.0,456600.0,1900.0,02128,42.3798968,-71.03523799999999
108 BUTTONWOOD ST,CM,R3,2018,0.0,644300.0,1920.0,02125,42.3223377,-71.05615209999999
108 BENNINGTON ST,CM,R3,2016,0.0,400600.0,1900.0,02128,42.3765046,-71.0349269
106 -108 ROSSMORE RD,CM,R3,2015,0.0,563200.0,1920.0,02130,42.3031726,-71.10467129999999
104 PRINCETON ST,CM,R3,2022,0.0,999600.0,1900.0,02128,42.3777573,-71.0359533
104 KING ST,CM,R3,2015,0.0,535900.0,1900.0,02122,42.2940901,-71.054025
103 DIX ST,CM,R3,2021,0.0,1185100.0,1900.0,02122,42.2960832,-71.05678400000001
102 WILLIAMS ST,CM,R3,2016,0.0,482160.0,1900.0,02130,42.3051632,-71.1058008
101 DRAPER ST,CM,R3,2021,0.0,1046700.0,1900.0,02122,42.3049226,-71.06487229999999
101 Brent ST,CM,R3,2023,0.0,1035800.0,1900.0,02124,42.2901687,-71.06578549999999
100 SAWYER AV,CM,R3,2023,0.0,1386800.0,1900.0,02125,42.3129911,-71.0634789
98 W SPRINGFIELD ST,CM,R3,2021,0.0,1851400.0,1900.0,02118,42.3374661,-71.0772157
98 FULLER ST,CM,R3,2018,0.0,571300.0,1900.0,02124,42.2821979,-71.0701995
97 MORELAND ST,CM,R3,2022,0.0,660100.0,1890.0,02119,42.3228676,-71.0772345
97 GREEN ST,CM,R3,2021,0.0,1177600.0,1900.0,02130,42.3111915,-71.109178
96 WALTHAM ST,CM,R3,2021,0.0,3685400.0,1890.0,02118,42.3435156,-71.0712364
96 REDLANDS RD,CM,R3,2021,0.0,982700.0,1920.0,02132,42.2900216,-71.15336169999999
96 KING ST,CM,R3,2016,0.0,674100.0,1900.0,02122,42.2939891,-71.0543035
96 -100 RUSSELL ST,CM,R3,2018,0.0,1410750.0,1870.0,02129,42.380739,-71.0684363
95 W WALNUT PK,CM,R3,2023,0.0,1320100.0,1900.0,02119,42.3186132,-71.1004057
95 HEWLETT ST,CM,R3,2016,0.0,606500.0,1910.0,02131,42.2915101,-71.1369388
94 BRAGDON ST,CM,R3,2016,0.0,533400.0,1890.0,02119,42.3190369,-71.1000375
93 PIERCE AV,CM,R3,2020,,807300.0,1920.0,02122,42.28769519999999,-71.0503107
93 Howland ST,CM,R3,2023,0.0,742000.0,1900.0,02121,42.3139981,-71.08817239999999
92 SAWYER AV,CM,R3,2018,0.0,725500.0,1900.0,02125,42.3127846,-71.0628574
92 BENNINGTON ST,CM,R3,2021,0.0,683100.0,1900.0,02128,42.3763863,-71.0353567
91 OLD HARBOR ST,CM,R3,2018,0.0,1196676.0,1900.0,02127,42.3316832,-71.0476142
91 METROPOLITAN AV,CM,R3,2023,0.0,692900.0,1970.0,02131,42.2799317,-71.1315651
90 HAVRE ST,CM,R3,2021,0.0,940500.0,1910.0,02128,42.3719774,-71.0394901
90 BENNINGTON ST,CM,R3,2018,0.0,643825.0,1900.0,02128,42.3763592,-71.0354606
89 SYDNEY ST,CM,R3,2021,0.0,1220400.0,2010.0,02125,42.314567,-71.0524125
89 ORLEANS ST,CM,R3,2018,0.0,676700.0,1900.0,02128,42.3690065,-71.03700649999999
89 BLUE HILL AV,CM,R3,2016,0.0,407200.0,0.0,02119,42.3222185,-71.0773267
87 SAWYER AV,CM,R3,2020,,1416900.0,1900.0,02125,42.3128098,-71.0620854
87 Kinnaird St,CM,R3,2022,,,1910.0,02139,42.36709570000001,-71.1114908
86 EUTAW ST,CM,R3,2016,0.0,482400.0,1870.0,02128,42.3798631,-71.03640299999999
84 VAN WINKLE ST,CM,R3,2018,0.0,624500.0,1910.0,02124,42.2833969,-71.0611557
83 WEBSTER ST,CM,R3,2018,0.0,505400.0,1890.0,02128,42.3668323,-71.0375542
83 MT VERNON ST,CM,R3,2023,0.0,6981200.0,1890.0,02108,42.3584267,-71.06737530000001
82 G ST,CM,R3,2016,0.0,755775.0,1900.0,02127,42.3331796,-71.0439643
80-82 Standish St,CM,R3,2020,,,1920.0,02140,42.3964457,-71.13593929999999
80 WENHAM ST,CM,R3,2023,0.0,1146100.0,1920.0,02130,42.2978923,-71.11384079999999
79 ROBERT ST,CM,R3,2023,0.0,937200.0,1890.0,02131,42.2882892,-71.1341396
79 Beaumont ST,CM,R3,2023,0.0,1404500.0,1890.0,02124,42.2852001,-71.0574283
77 WOODLAWN ST,CM,R3,2018,0.0,874858.0,1900.0,02130,42.2976332,-71.1111741
77 DRAPER ST,CM,R3,2021,0.0,881200.0,1920.0,02122,42.3041728,-71.06444900000001
77  79 WILLOWWOOD ST,CM,R3,2021,0.0,690900.0,1900.0,02124,42.2837418,-71.086152
76 WYMAN ST,CM,R3,2022,0.0,1347600.0,1900.0,02130,42.3201769,-71.1048488
76 SOUTH ST,CM,R3,2016,0.0,1075500.0,1900.0,02130,,
76 DOWNER AV,CM,R3,2016,0.0,589700.0,1880.0,02125,42.3126148,-71.0625013
76  78 TOWER ST,CM,R3,2021,0.0,1483700.0,1920.0,02130,42.2983607,-71.1105715
75 TOWER ST,CM,R3,2023,0.0,1361600.0,1900.0,02130,42.2981567,-71.11075629999999
75 SOUTH ST,CM,R3,2016,0.0,1568500.0,1880.0,02130,42.2955696,-71.1220297
75 RUTHVEN ST,CM,R3,2016,0.0,183400.0,1890.0,02121,42.3132407,-71.0915369
75 OLD HARBOR ST,CM,R3,2022,0.0,937300.0,1890.0,02127,42.332263,-71.0476024
75 MORRIS ST,CM,R3,2021,0.0,1017600.0,1910.0,02128,42.3764494,-71.0318375
74 EUTAW ST,CM,R3,2022,0.0,841400.0,1900.0,02128,42.379757,-71.036772
74 BROOKLEY RD,CM,R3,2018,0.0,1964000.0,2010.0,02130,42.3032339,-71.106116
74 BIRCH ST,CM,R3,2018,0.0,663400.0,1910.0,02131,42.2851577,-71.13178479999999
73 WELD HILL ST,CM,R3,2022,0.0,904400.0,1910.0,02130,42.2971127,-71.111539
73 Porter St,CM,R3,2022,,,1870.0,02141,42.37385949999999,-71.08999370000001
73 MT IDA RD,CM,R3,2018,0.0,524640.0,1900.0,02122,42.3046402,-71.064256
71 STANTON ST,CM,R3,2023,0.0,1135700.0,2020.0,02124,42.2831698,-71.0791064
71 SAVIN ST,CM,R3,2022,0.0,836700.0,1900.0,02119,42.3157071,-71.07976699999999
71 NEPONSET AV,CM,R3,2021,0.0,881400.0,1900.0,02136,42.2475897,-71.118209
70 WEBSTER ST,CM,R3,2016,0.0,727200.0,1920.0,02128,42.3673067,-71.0378328
70 LEXINGTON ST,CM,R3,2021,0.0,1184800.0,1850.0,02128,42.3779341,-71.0374052
70 Gore St,CM,R3,2021,,,1900.0,02141,42.3716543,-71.08083959999999
69 PAUL GORE ST,CM,R3,2016,0.0,1213100.0,1890.0,02130,42.31936839999999,-71.10797699999999
69 Montgomery ST,CM,R3,2023,0.0,2565800.0,1890.0,02116,42.3435855,-71.0746175
69 FALCON ST,CM,R3,2022,0.0,937500.0,1910.0,02128,42.3818539,-71.03690399999999
67 WEBSTER ST,CM,R3,2021,0.0,1137300.0,1900.0,02128,42.36716939999999,-71.0382711
67 SPRING PARK AV,CM,R3,2021,0.0,1551300.0,1910.0,02130,42.3163347,-71.10874369999999
66 MORA ST,CM,R3,2018,0.0,599328.0,1900.0,02124,42.2818853,-71.0739285
66  68 EDSON ST,CM,R3,2021,0.0,781700.0,1890.0,02124,42.2851625,-71.07711359999999
64 Middlesex St,CM,R3,2022,,,1890.0,02108,42.3548561,-71.0661193
64 HARVEST ST,CM,R3,2016,0.0,520400.0,1900.0,02125,42.3232615,-71.0595908
