Address,LU post groups,LU prior groups,Prior Year,TOTAL VALUE post,TOTAL VALUE prior,YR BUILT prior (bin) 2,ZIPCODE post (group),Latitude,Longitude
4 SALEM ST,CM,CD,2022,0.0,642100.0,1870.0,02129,42.3773999,-71.0665211
4 PLANET ST,CM,CD,2022,0.0,623600.0,2000.0,02131,42.2774968,-71.1238484
4 CATHERINE ST,CM,CD,2022,0.0,821500.0,2010.0,02131,42.2886435,-71.1131985
4 BROOK ST,CM,CD,2022,0.0,454800.0,2000.0,02131,42.2836598,-71.1151199
3 SALEM STREET AV,CM,CD,2022,0.0,899300.0,1900.0,02129,42.3777538,-71.0665872
3 PAYNE ST,CM,CD,2022,0.0,740700.0,2010.0,02122,42.2950872,-71.05079920000001
3 NEPONSET CT,CM,CD,2022,0.0,599600.0,2000.0,02131,42.28686010000001,-71.1147021
3 CLIFTONDALE ST,CM,CD,2022,0.0,607200.0,2000.0,02131,42.2835451,-71.129481
3 BEECH GLEN ST,CM,CD,2022,0.0,652200.0,1990.0,02119,42.3259872,-71.0955724
3 ARBUTUS ST,CM,CD,2022,0.0,216200.0,1990.0,02124,42.2876546,-71.0898443
2 SIGOURNEY ST,CM,CD,2022,0.0,879800.0,2000.0,02130,42.3089739,-71.1003262
2 S SYDNEY ST,CM,CD,2022,0.0,593800.0,2000.0,02125,42.311252,-71.053631
2 MT CALVARY RD,CM,CD,2022,0.0,254500.0,1980.0,02131,42.2810751,-71.1136441
2 HOLDEN ST,CM,CD,2022,0.0,391000.0,2000.0,02125,42.31873299999999,-71.06406120000001
2 GLENWOOD AV,CM,CD,2022,0.0,354700.0,2000.0,02136,42.2491498,-71.1281618
2 FOWLE ST,CM,CD,2022,0.0,338300.0,1980.0,02131,42.2816196,-71.12045239999999
2 EWER ST,CM,CD,2022,0.0,712100.0,1990.0,02127,42.334395,-71.05444349999999
2 ELLINGWOOD ST,CM,CD,2022,0.0,320500.0,1980.0,02120,42.3281331,-71.10800499999999
2 COPELAND PL,CM,CD,2022,0.0,358400.0,2000.0,02119,42.322922,-71.07887199999999
2 CITY POINT CT,CM,CD,2022,0.0,671200.0,1900.0,02127,42.3380267,-71.02869059999999
2 CHESTNUT ST,CM,CD,2022,0.0,596700.0,2000.0,02129,42.3735669,-71.05927299999999
2 CARY PL,CM,CD,2022,0.0,918700.0,2010.0,02129,42.3787084,-71.06618499999999
1 VICTORIA HEIGHTS RD,CM,CD,2022,0.0,277200.0,1980.0,02136,42.2697343,-71.1132528
1 RIDGE ST,CM,CD,2022,0.0,341400.0,1980.0,02131,42.2855453,-71.1203539
1 QUINCY PL,CM,CD,2022,0.0,404700.0,1890.0,02121,42.3158649,-71.0817404
1 PILGRIM PL,CM,CD,2022,0.0,389800.0,1980.0,02125,42.308447,-71.0712034
1 PHILIP ST,CM,CD,2022,0.0,661300.0,2010.0,02122,42.2860862,-71.0403773
1 LANGFORD PK,CM,CD,2022,0.0,541100.0,2000.0,02119,42.32228689999999,-71.07988019999999
1 GREENOUGH PK,CM,CD,2022,0.0,577700.0,1880.0,02130,42.3104157,-71.1136266
1 ELIOT PL,CM,CD,2022,0.0,804700.0,1870.0,02130,42.31248480000001,-71.1174424
1 DOVE ST,CM,CD,2022,0.0,442600.0,2000.0,02119,42.3153829,-71.0781659
1 CRESTVIEW RD,CM,CD,2022,0.0,573400.0,2000.0,02131,42.2801954,-71.1292781
4155 WASHINGTON ST,CM,CC,2022,0.0,239500.0,,02131,42.2885556,-71.12635519999999
951 TREMONT ST,CM,CC,2022,0.0,620800.0,,02120,42.337921,-71.0832892
901 HUNTINGTON AV,CM,CC,2022,0.0,289000.0,,02115,42.3321782,-71.1122079
616 HYDE PARK AV,CM,CC,2022,0.0,68700.0,,02131,42.2793378,-71.1188504
567 TALBOT AV,CM,CC,2022,0.0,153800.0,,02124,42.285812,-71.06473
533 COLUMBUS AV,CM,CC,2022,0.0,182800.0,,02118,42.3419138,-71.0805164
467 SHAWMUT AV,CM,CC,2022,0.0,68600.0,,02118,42.3390079,-71.0758501
337 BELGRADE AV,CM,CC,2022,0.0,127800.0,,02131,42.2861515,-71.1457052
278 CENTRE ST,CM,CC,2022,0.0,62800.0,,02130,42.3227627,-71.1014835
260 SHAWMUT AV,CM,CC,2022,0.0,298700.0,,02118,42.3432591,-71.0685409
256 NORTH ST,CM,CC,2022,0.0,455100.0,,02113,42.3636872,-71.0523652
90 MASSACHUSETTS AV,CM,CC,2022,0.0,130400.0,,02115,42.3486005,-71.0881495
25 LEWIS ST,CM,CC,2022,0.0,221700.0,2010.0,02128,42.364373,-71.0526321
21 RIVER ST,CM,CC,2022,0.0,260100.0,,02108,42.3586135,-71.0712017
19 BEACON ST,CM,CC,2022,0.0,431100.0,,02108,42.3582565,-71.0622723
861 E SECOND ST,CM,C,2015,0.0,279000.0,1920.0,02127,42.3373783,-71.02850529999999
700 Main St,CM,C,2015,,,1990.0,02142,42.3623753,-71.0851686
419 BOWDOIN ST,CM,C,2022,0.0,53100.0,,02122,42.3104479,-71.0620674
127 TREMONT ST,CM,C,2018,0.0,2851000.0,1890.0,02108,42.3563497,-71.06179139999999
100 HUNTINGTON AV,CM,C,2016,0.0,510800000.0,1980.0,02116,42.347148,-71.0783758
71 BROAD ST,CM,C,2022,0.0,607000.0,,02109,42.3576963,-71.0537456
63 BROAD ST,CM,C,2022,0.0,507600.0,,02109,42.3577473,-71.05398939999999
54 BLOOMFIELD ST,CM,C,2021,0.0,453700.0,1900.0,02124,42.2989714,-71.0681857
48 GOLD ST,CM,C,2016,0.0,97600.0,1910.0,02127,42.3399138,-71.05528389999999
29 COMMONWEALTH AV,CM,C,2022,0.0,11058300.0,1890.0,02116,42.3534009,-71.0743368
20 PARK PZ,CM,C,2022,0.0,53351200.0,,02116,,
17 CHESTNUT AV,CM,C,2021,0.0,384600.0,1920.0,02130,42.3218727,-71.10240300000001
4281  4283 WASHINGTON ST,CM,A,2021,0.0,1400200.0,2010.0,02131,42.2851254,-71.1299786
3850 WASHINGTON ST,CM,A,2022,0.0,803800.0,2020.0,02131,42.2965665,-71.1169352
3231 WASHINGTON ST,CM,A,2022,0.0,1052100.0,2020.0,02130,42.3119988,-71.10231449999999
1173 ADAMS ST,CM,A,2022,0.0,1919600.0,1900.0,02124,42.2728075,-71.06609340000001
966 HYDE PARK AV,CM,A,2021,0.0,2102400.0,2010.0,02136,42.2667745,-71.12058309999999
946 SARATOGA ST,CM,A,2021,0.0,2565600.0,2010.0,02128,42.3869865,-71.00938169999999
815 E FIFTH ST,CM,A,2022,0.0,7913900.0,2010.0,02127,42.3336779,-71.0279919
799 E THIRD ST,CM,A,2023,0.0,2307100.0,2020.0,02127,42.3364441,-71.0277457
616 E FOURTH ST,CM,A,2015,0.0,3929500.0,1900.0,02127,42.3349101,-71.0402124
610 RUTHERFORD AV,CM,A,2021,0.0,12065100.0,2010.0,02129,42.3835781,-71.07394459999999
584 E THIRD ST,CM,A,2018,0.0,5012000.0,2010.0,02127,42.3366303,-71.0365798
537  539 E SECOND ST,CM,A,2021,0.0,1518090.0,,02127,42.3369909,-71.04178449999999
531  533 E SECOND ST,CM,A,2021,0.0,2286400.0,2010.0,02127,42.3370118,-71.0419957
521 E EIGHTH ST,CM,A,2023,0.0,3018100.0,2020.0,02127,42.33129479999999,-71.04063719999999
510 DORCHESTER AV,CM,A,2021,0.0,2169973.0,2010.0,02127,42.3317375,-71.0567666
407 SHAWMUT AV,CM,A,2015,0.0,2097500.0,1890.0,02118,42.340488,-71.073736
402 Rindge Ave,CM,A,2023,,,1970.0,02141,42.3931091,-71.1399193
355 Massachusetts Ave,CM,A,2021,,,1920.0,02138,42.3630134,-71.099261
320 MAVERICK ST,CM,A,2018,0.0,2326613.0,2010.0,02128,42.3671789,-71.03164799999999
309 E ST,CM,A,2016,0.0,7015500.0,2010.0,02127,42.3371794,-71.0495333
298 MARGINAL ST,CM,A,2021,0.0,2096800.0,2010.0,02128,42.3642511,-71.03043880000001
282 MARGINAL ST,CM,A,2015,0.0,211021.0,2010.0,02128,42.3641795,-71.0310822
266 AMORY ST,CM,A,2023,0.0,1236500.0,2020.0,02130,42.3151677,-71.10415270000001
262 Monsignor Obrien Hwy,CM,A,2019,,,2010.0,02118,42.3714737,-71.0774796
246 BOSTON ST,CM,A,2016,0.0,1716000.0,2010.0,02125,42.3214392,-71.0610768
212 COMMONWEALTH AV,CM,A,2020,,2244200.0,1890.0,02116,42.3506744,-71.0810917
211 Condor ST,CM,A,2023,0.0,4013200.0,2010.0,02128,42.38249039999999,-71.0328069
186 HAVRE ST,CM,A,2018,0.0,624573.0,2010.0,02128,42.3743835,-71.0369029
186 188 PARIS ST,CM,A,2018,0.0,2420500.0,2010.0,02128,42.37473139999999,-71.0347361
161 Cottage ST,CM,A,2023,0.0,2134900.0,1900.0,02128,42.3698743,-71.0327691
160 W SEVENTH ST,CM,A,2023,0.0,1007268.0,2020.0,02127,42.3350527,-71.0517964
136 SYDNEY ST,CM,A,2018,0.0,1489500.0,2010.0,02125,42.3160925,-71.0527911
136 -140R SHAWMUT AV,CM,A,2018,0.0,17087606.0,1890.0,02118,42.345721,-71.065679
111 HUTCHINGS ST,CM,A,2023,0.0,2006500.0,1900.0,02121,42.3117899,-71.0919249
106 FOREST HILLS ST,CM,A,2023,0.0,2584800.0,2020.0,02130,42.30828899999999,-71.1022479
101 Condor ST,CM,A,2023,0.0,6283300.0,2020.0,02128,42.3824599,-71.0363539
100 Banks St,CM,A,2022,,,1900.0,02142,42.3635847,-71.08246129999999
92 W EIGHTH ST,CM,A,2023,0.0,1011707.0,2020.0,02127,42.3358278,-71.0548462
74 HIGHLAND ST,CM,A,2016,0.0,2025900.0,2010.0,02119,42.3274104,-71.0923559
69 LUBEC ST,CM,A,2023,0.0,970500.0,2020.0,02128,42.370392,-71.03316
69 CUMMINS HW,CM,A,2023,0.0,2621300.0,2020.0,02131,42.2832142,-71.1270268
68 ARMANDINE ST,CM,A,2023,0.0,1327300.0,2020.0,02124,42.2841357,-71.07408149999999
63 MT VERNON ST,CM,A,2023,0.0,9687500.0,1890.0,02108,42.358593,-71.0663747
63 MORELAND ST,CM,A,2023,0.0,1867400.0,2020.0,02119,42.324203,-71.0800041
54 PLEASANT ST,CM,A,2021,0.0,6137500.0,2010.0,02125,42.3149581,-71.0596252
52 R RIVER ST,CM,A,2021,0.0,2053100.0,2010.0,02126,42.2711776,-71.0727583
49 ROGERS ST,CM,A,2022,0.0,3998100.0,2020.0,02127,42.3289715,-71.0553171
39 - 41 BISHOP JOE L SMITH WY,CM,A,2018,0.0,1248700.0,1920.0,02121,42.306848,-71.0797453
37 OLD MORTON ST,CM,A,2023,0.0,1827900.0,1930.0,02126,42.2736313,-71.0719596
37 HORACE ST,CM,A,2023,0.0,2095359.0,2020.0,02128,42.3815815,-71.01837390000001
37 FARRAGUT RD,CM,A,2022,0.0,1066900.0,2020.0,02127,42.3369919,-71.0254322
36 TEMPLE ST,CM,A,2023,0.0,4445700.0,2020.0,02126,42.2731651,-71.0729672
21 Lexington ST,CM,A,2023,0.0,1596464.0,,02128,42.3771456,-71.0388323
20 W FIFTH ST,CM,A,2022,0.0,17194200.0,2010.0,02127,42.3402283,-71.0561577
18 ROBERT ST,CM,A,2016,0.0,2923500.0,0.0,02131,42.2872058,-71.1323571
16 LINGARD ST,CM,A,2015,0.0,469500.0,1920.0,02125,42.3165318,-71.0722068
15 PREBLE ST,CM,A,2016,0.0,2662000.0,1900.0,02127,42.3291704,-71.05646519999999
11 CONWAY ST,CM,A,2023,0.0,2164200.0,2020.0,02131,42.2882913,-71.1297444
9 COMMONWEALTH AV,CM,A,2016,0.0,7788600.0,1910.0,02116,42.3538221,-71.07278149999999
7 MT VERNON PL,CM,A,2018,0.0,9183065.0,2010.0,02108,42.3578647,-71.0648607
6 MT VERNON PL,CM,A,2018,0.0,8176577.0,1890.0,02108,42.3578733,-71.0647429
5 CHARLES PARK RD,CM,A,2022,0.0,1068300.0,2000.0,02132,42.276931,-71.172561
3 S WHITNEY ST,CM,A,2023,0.0,1102900.0,1930.0,02120,42.3327231,-71.1021162
3 MELVILLE AV,CM,A,2023,0.0,2988800.0,1890.0,02124,42.29333949999999,-71.0705342
3 University Rd,CL,RC,2023,,,1990.0,02138,42.3732342,-71.1231468
BROOK MARSHALL RD,CL,E,2018,418800.0,402200.0,0.0,02120,42.3345511,-71.0859441
63 BAILEY ST,CL,E,2018,131700.0,124800.0,0.0,02124,42.284343,-71.065744
Industrial DR,CL,CL,2023,4834800.0,3996300.0,,02136,42.2376113,-71.1377355
ERICSSON ST,CL,CL,2018,24000.0,618845.0,0.0,02122,42.2916058,-71.0405175
ENDICOTT ST,CL,CL,2022,191300.0,191300.0,,02113,42.3650568,-71.0573808
BOSTON WHARF RD,CL,CL,2016,515300.0,475700.0,0.0,02210,42.3506369,-71.0463903
1680 VFW PW,CL,C,2015,297700.0,658000.0,2000.0,02132,42.2797554,-71.1626756
85 O ST,CD,RL,2015,527200.0,78100.0,0.0,02127,42.3352874,-71.0293252
3 TELEGRAPH ST,CD,RL,2022,910300.0,26700.0,,02127,42.3328488,-71.05065130000001
95 Harvey St,CD,RC,2023,,,1900.0,02140,42.397575,-71.1332006
652 MASSACHUSETTS AV,CD,R4,2019,960200.0,1627500.0,1890.0,02118,42.3363332,-71.07641439999999
511 MASSACHUSETTS AV,CD,R4,2019,993700.0,965500.0,1920.0,02118,42.3389909,-71.08030509999999
472 TALBOT AV,CD,R4,2019,462000.0,796500.0,1910.0,02124,42.2889127,-71.066282
305 COMMONWEALTH AV,CD,R4,2019,622400.0,7665500.0,1890.0,02115,42.3502889,-71.08601279999999
215 ATHENS ST,CD,R4,2016,584000.0,2581500.0,2010.0,02127,42.3396362,-71.0512626
20 HAYNES ST,CD,R4,2021,623000.0,669850.0,2010.0,02128,42.3668448,-71.0380069
3 ELM ST,CD,R4,2022,489600.0,1247300.0,2020.0,02122,42.2998501,-71.05368539999999
4627 WASHINGTON ST,CD,R3,2022,580300.0,755600.0,2020.0,02131,42.2762692,-71.13969279999999
4625 WASHINGTON ST,CD,R3,2022,580000.0,768700.0,2020.0,02131,42.2763243,-71.1396163
788 E FOURTH ST,CD,R3,2016,550900.0,1302450.0,1900.0,02127,42.3350684,-71.0318212
786 E FOURTH ST,CD,R3,2016,636200.0,1303780.0,1900.0,02127,42.3350176,-71.03187849999999
543 HYDE PARK AV,CD,R3,2019,308600.0,620300.0,1900.0,02131,42.2819003,-71.1191912
491 493 ASHMONT ST,CD,R3,2018,434500.0,782300.0,1920.0,02122,42.2888363,-71.0529731
365 W THIRD ST,CD,R3,2022,587000.0,1408000.0,1900.0,02127,42.3362015,-71.0448316
192 WALNUT AV,CD,R3,2019,406200.0,2022900.0,1900.0,02119,42.3196648,-71.0890197
156 SOUTH ST,CD,R3,2022,398900.0,1088500.0,1900.0,02130,42.3097365,-71.1151431
153 Sherman St,CD,R3,2021,,,1920.0,02140,42.391274,-71.133009
108 SAWYER AV,CD,R3,2019,452300.0,765000.0,1930.0,02125,42.3134173,-71.0636355
95 97 SHERIDAN ST,CD,R3,2016,452600.0,1173400.0,1900.0,02130,42.31942249999999,-71.10640169999999
75 BRADFIELD AV,CD,R3,2019,554400.0,790600.0,1910.0,02131,42.2900861,-71.1404805
65 Museum St,CD,R3,2021,,,1900.0,02138,42.38104610000001,-71.1132068
60 CAROLINA AV,CD,R3,2019,808600.0,1090400.0,1900.0,02130,42.3080538,-71.11292
46 48 COPELAND ST,CD,R3,2018,349400.0,445920.0,1900.0,02119,42.3227527,-71.08017149999999
45-47 Mt Pleasant St,CD,R3,2021,,,1880.0,02140,42.387847,-71.12539799999999
41 BRIGHTON ST,CD,R3,2022,757800.0,703000.0,2020.0,02129,42.3842651,-71.0773081
34 COLBERG AV,CD,R3,2019,515300.0,650400.0,1900.0,02131,42.2851297,-71.14128529999999
29 LAWRENCE AV,CD,R3,2019,354600.0,720000.0,2010.0,02121,42.3128288,-71.0787546
26 Hardwick St,CD,R3,2019,,,1900.0,02141,42.3698159,-71.09065559999999
23 Rockwell St,CD,R3,2023,,,1850.0,02139,42.3628432,-71.1113134
23 Palermo St,CD,R3,2019,,,1900.0,02141,42.3721308,-71.0930499
17-19 Washburn Ave,CD,R3,2021,,,1910.0,02140-1124,42.399416,-71.131602
15 SWIFT TE,CD,R3,2019,362200.0,424905.0,2010.0,02128,42.3695431,-71.0200613
8 Jefferson St,CD,R3,2021,,,1870.0,02141,42.37289990000001,-71.08869279999999
7 LANGFORD PK,CD,R3,2019,370200.0,640800.0,1900.0,02119,42.3221621,-71.0796642
516 518 POPLAR ST,CD,R2,2016,251800.0,544800.0,1920.0,02131,,
440 Cambridge St,CD,R2,2021,,,1900.0,02140,42.3713238,-71.0835422
211 Green St,CD,R2,2021,,,1900.0,02139,42.3640374,-71.1026548
162 ROSLINDALE AV,CD,R2,2019,431800.0,657600.0,1920.0,02131,42.2823174,-71.13622889999999
156 WARREN AV,CD,R2,2019,1825400.0,3760400.0,1860.0,02116,42.34388089999999,-71.07527689999999
154 Fayerweather St,CD,R2,2021,,,1920.0,02139,42.3848908,-71.1354076
149 METROPOLITAN AV,CD,R2,2019,390800.0,524300.0,1900.0,02131,42.27893419999999,-71.1296349
138-140 Jackson St,CD,R2,2022,,,1980.0,02140,42.3973447,-71.1354736
104 Fayerweather St,CD,R2,2021,,,1900.0,02138,42.3824653,-71.13687879999999
96 Cottage ST,CD,R2,2023,710500.0,427900.0,2020.0,02128,42.36810759999999,-71.03513989999999
92-94 Howard St,CD,R2,2021,,,1880.0,02139,42.3666528,-71.11078669999999
92 SEAVERNS AV,CD,R2,2021,585900.0,1145600.0,1890.0,02130,42.3109663,-71.1093288
88 GORDON AV,CD,R2,2019,351100.0,562000.0,1920.0,02136,42.2582757,-71.12912639999999
73 BRADFIELD AV,CD,R2,2019,593500.0,815100.0,1910.0,02131,42.2900088,-71.1403497
64 Richdale Ave,CD,R2,2023,,,1870.0,02140,42.3884376,-71.1234044
60-64 Winter St,CD,R2,2021,,,2000.0,02141,42.372512,-71.08140399999999
54 Jackson St,CD,R2,2023,,,1890.0,02138,42.3803274,-71.13891009999999
48 SANBORN AV,CD,R2,2019,498200.0,689300.0,1930.0,02132,42.2806291,-71.1646505
46 Seventh St,CD,R2,2021,,,1880.0,02141,42.3714752,-71.08548069999999
37 NEPONSET AV,CD,R2,2019,557400.0,922100.0,2010.0,02131,42.2862573,-71.1166442
34 ROCKNE AV,CD,R2,2019,547000.0,820100.0,2000.0,02124,42.28155,-71.0526371
30 TAUNTON AV,CD,R2,2019,297000.0,497000.0,1910.0,02136,42.2687526,-71.1086949
29 PROSPECT AV,CD,R2,2019,556800.0,798100.0,1930.0,02131,42.2846757,-71.1221674
27 Walden St,CD,R2,2021,,,1870.0,02140,42.3904803,-71.12427269999999
27 Granville Rd,CD,R2,2021,,,1910.0,02138,42.3823819,-71.13656150000001
25 Carver St,CD,R2,2021,,,1880.0,02138,42.38202769999999,-71.1129198
20 TAFTHILL PK,CD,R2,2019,483300.0,588100.0,1900.0,02131,42.2879197,-71.1287091
20 Harrison Ave,CD,R2,2021,,,1920.0,02140,42.3993287,-71.1372509
19 METROPOLITAN AV,CD,R2,2019,505000.0,683376.0,1880.0,02131,42.2817096,-71.1342884
17 Ellsworth Ave,CD,R2,2021,,,1860.0,02139,42.3735585,-71.1070713
16 Norman St,CD,R2,2021,,,1900.0,02138,42.3756503,-71.1525114
14-16 Norris St,CD,R2,2023,,,1920.0,02140,42.3955242,-71.1290729
11 PERRIN ST,CD,R2,2015,304900.0,360900.0,1900.0,02119,42.322948,-71.0781205
9 Lopez St,CD,R2,2021,,,1880.0,02139,42.361383,-71.1042655
7 MILL ST,CD,R2,2018,436900.0,468200.0,1900.0,02122,42.3012673,-71.0516279
4 MT CUSHING TE,CD,R2,2019,418300.0,697900.0,1930.0,02125,42.3159987,-71.06380759999999
132  134 ORANGE ST,CD,R1,2021,820500.0,499000.0,2010.0,02131,42.2811965,-71.1388978
65 Union St,CD,R1,2021,,,1960.0,02141,42.3710372,-71.0947353
54 CEDAR LANE WY,CD,R1,2022,583800.0,2092400.0,1890.0,02108,42.3586555,-71.07033299999999
4-Feb PINE AV,CD,R1,2019,509800.0,446400.0,1890.0,02136,42.2396924,-71.1376418
3 4 NEWHILL PL,CD,R1,2016,526600.0,531300.0,1860.0,02127,42.3361282,-71.0359191
814 BLUE HILL AV,CD,CM,2019,293800.0,0.0,2000.0,02124,42.2967326,-71.08700499999999
238 HYDE PARK AV,CD,CM,2019,400100.0,0.0,1910.0,02130,42.2936002,-71.11725059999999
134 CUSHING AV,CD,CM,2019,568600.0,0.0,1900.0,02125,42.3129646,-71.0608677
99 WARREN AV,CD,CM,2019,982000.0,0.0,1890.0,02116,42.3447178,-71.0735979
79 MCBRIDE ST,CD,CM,2022,747900.0,0.0,2000.0,02130,42.3059087,-71.11219539999999
67 BOYLSTON ST,CD,CM,2022,515500.0,0.0,1900.0,02130,42.3170118,-71.10648549999999
60 PIERCE AV,CD,CM,2019,370300.0,0.0,1900.0,02122,42.2877567,-71.0516864
26 N MUNROE TE,CD,CM,2019,404000.0,0.0,1910.0,02122,42.2925257,-71.0522611
26 CLAREMONT PK,CD,CM,2019,1528100.0,0.0,1870.0,02118,42.3421791,-71.08173719999999
21 UNION PK,CD,CM,2019,1423400.0,0.0,1860.0,02118,42.342898,-71.0709779
18 GREENWICH PK,CD,CM,2019,2872300.0,0.0,1920.0,02118,42.3424934,-71.0805811
6 GLENVALE TE,CD,CM,2019,424500.0,0.0,1900.0,02130,42.3150999,-71.10648189999999
695 E FIFTH ST,CD,CD,2022,1046100.0,1005700.0,1980.0,02127,42.3337849,-71.0322183
560 E EIGHTH ST,CD,CD,2019,642000.0,545700.0,1890.0,02127,42.331556,-71.0390499
556 DORCHESTER AV,CD,CD,2022,689400.0,669300.0,2000.0,02127,42.3305764,-71.0567294
554 DORCHESTER AV,CD,CD,2022,683500.0,663600.0,2000.0,02127,42.3306396,-71.05675710000001
402 E THIRD ST,CD,CD,2022,1349400.0,1297300.0,2000.0,02127,42.3364756,-71.04404819999999
376 DORCHESTER ST,CD,CD,2022,224700.0,214000.0,1980.0,02127,42.3299844,-71.0560101
368 BLUE HILL AV,CD,CD,2022,385200.0,366900.0,2000.0,02121,42.3120694,-71.0803834
366 BLUE HILL AV,CD,CD,2022,385200.0,366900.0,2000.0,02121,42.3121766,-71.0803147
301 -319 COLUMBUS AV,CD,CD,2016,1982800.0,1906500.0,2000.0,02116,42.3466886,-71.0747105
281 W SECOND ST,CD,CD,2023,388300.0,369800.0,1980.0,02127,42.3395389,-71.0485855
238 S HUNTINGTON AV,CD,CD,2015,265400.0,257000.0,1930.0,02130,42.3249767,-71.1119645
230 -232 W NEWTON ST,CD,CD,2016,938200.0,820100.0,1890.0,02116,42.34415389999999,-71.0803025
203 CHESTNUT AV,CD,CD,2019,405700.0,570600.0,1900.0,02130,42.3159847,-71.1080023
131 MSGR P J LYDON WY,CD,CD,2022,400200.0,377400.0,1900.0,02124,42.2896885,-71.056725
124 W SEVENTH ST,CD,CD,2022,904300.0,877900.0,1990.0,02127,42.3357383,-71.0528013
121 FISHER AV,CD,CD,2022,446500.0,425300.0,1960.0,02120,42.3282332,-71.10543460000001
113 LONSDALE ST,CD,CD,2019,360200.0,360700.0,1900.0,02124,42.2911557,-71.05769289999999
98 WELLSMERE RD,CD,CD,2022,458100.0,462700.0,1920.0,02131,42.2791238,-71.13319349999999
95 WACHUSETT ST,CD,CD,2016,435200.0,406700.0,2000.0,02130,42.29510399999999,-71.11515790000001
93 WACHUSETT ST,CD,CD,2022,536000.0,505600.0,2000.0,02130,42.295099,-71.1151572
85 DRESSER ST,CD,CD,2022,1104500.0,1072300.0,2010.0,02127,42.3378887,-71.0451423
81 DRESSER ST,CD,CD,2022,1103500.0,1071400.0,2010.0,02127,42.3380051,-71.0452817
79 BOLTON ST,CD,CD,2022,699000.0,678700.0,1980.0,02127,42.3413253,-71.05195450000001
78 FOREST HILLS ST,CD,CD,2019,468800.0,447400.0,1900.0,02130,42.3095274,-71.1021895
75 BOLTON ST,CD,CD,2022,490900.0,628800.0,1980.0,02127,42.341372,-71.0520137
73 BOLTON ST,CD,CD,2022,621900.0,603800.0,1980.0,02127,42.3414325,-71.0521062
69 BOLTON ST,CD,CD,2022,492300.0,588300.0,1980.0,02127,42.3414468,-71.0522477
67 BOLTON ST,CD,CD,2022,605100.0,587500.0,1980.0,02127,42.3414468,-71.0522477
63 BOLTON ST,CD,CD,2022,472600.0,628800.0,1980.0,02127,42.3415644,-71.0523231
62 CORNWALL ST,CD,CD,2022,585500.0,552400.0,2000.0,02130,42.3122062,-71.104841
61 BOLTON ST,CD,CD,2022,709100.0,688400.0,1980.0,02127,42.34157810000001,-71.0523439
58 LAWN ST,CD,CD,2022,313100.0,298900.0,1980.0,02120,42.3270157,-71.1061141
42 FAIRVIEW ST,CD,CD,2022,480300.0,449000.0,1890.0,02131,42.2904107,-71.1290135
31 PARK ST,CD,CD,2022,1797900.0,1728400.0,2010.0,02129,42.3729778,-71.0609508
29 PARK ST,CD,CD,2022,1929800.0,1855200.0,2010.0,02129,42.37954089999999,-71.0646337
29 BUSINESS TE,CD,CD,2022,307100.0,292500.0,2000.0,02136,42.2527785,-71.1299976
27 BUSINESS TE,CD,CD,2022,306700.0,286500.0,2000.0,02136,42.2527785,-71.1299976
25 BUSINESS TE,CD,CD,2021,235300.0,224100.0,2000.0,02136,42.2527785,-71.1299976
23 BUSINESS TE,CD,CD,2022,358300.0,334700.0,2000.0,02136,42.2527785,-71.1299976
21 BUSINESS TE,CD,CD,2022,358500.0,334900.0,2000.0,02136,42.2527785,-71.1299976
20 MONUMENT ST,CD,CD,2022,914800.0,494700.0,1910.0,02129,42.3776693,-71.0602595
20 BUSINESS TE,CD,CD,2022,358100.0,334500.0,2000.0,02136,42.2527785,-71.1299976
19 CIRCUIT ST,CD,CD,2022,284200.0,270700.0,1980.0,02119,42.324087,-71.085464
19 BUSINESS TE,CD,CD,2022,358300.0,334700.0,2000.0,02136,42.2527785,-71.1299976
18 BUSINESS TE,CD,CD,2022,294800.0,280800.0,2000.0,02136,42.2527785,-71.1299976
17 BUSINESS TE,CD,CD,2022,316900.0,296000.0,2000.0,02136,42.2527785,-71.1299976
14 BUSINESS TE,CD,CD,2022,358100.0,334500.0,2000.0,02136,42.2527785,-71.1299976
9 EDISON GREEN,CD,CD,2019,438700.0,406100.0,1900.0,02125,42.3198424,-71.05730299999999
9 CLARKSON ST,CD,CD,2022,530200.0,504700.0,2010.0,02125,42.3093898,-71.0661671
7 CLARKSON ST,CD,CD,2022,552800.0,526300.0,2010.0,02125,42.309608,-71.066025
7 Ballord Pl,CD,CD,2023,,,1890.0,02139,42.3637323,-71.1131281
3 DOVE ST,CD,CD,2022,493900.0,470400.0,2000.0,02119,42.31536630000001,-71.0780609
316 SHAWMUT AV,CD,CC,2022,1792500.0,631400.0,,02118,42.34198,-71.0705979
176 HUMBOLDT AV,CD,A,2019,411200.0,2319000.0,2010.0,02121,42.313735,-71.0885744
47 Granite St,CD,A,2021,,,1890.0,02140,42.3964457,-71.13593929999999
345 D ST,CC,RC,2015,79500.0,2586500.0,2010.0,02127,42.3404574,-71.0485532
23 NORTHERN AV,CC,RC,2019,139008500.0,222635661.0,,02210,42.3532911,-71.04761859999999
101 Belvidere ST,CC,E,2023,10537500.0,130425300.0,1970.0,02115,42.3452685,-71.0837181
104 DORCHESTER ST,CC,CC,2022,251700.0,233500.0,,02127,42.3351973,-71.04575849999999
3694 WASHINGTON ST,C,RC,2022,200937.0,65707900.0,,02130,42.300507,-71.11215
